text,text_type,topics,lewis_split,cgis_split,old_id,new_id,places,people,orgs,exchanges,date,title
"A fire damaged a large stock of
imported sugar stored in a customs warehouse at Karachi on
Saturday night, customs officials said.
    They said the warehouse contained about 15,000 tonnes of
sugar in 150,000 bags but they did not know how much had been
destroyed or damaged. They said the cause of the fire was
unknown.
 REUTER
","""NORM""",['sugar'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21843""","""17221""",['pakistan'],[],[],[],27-APR-1987 01:16:14.62,FIRE DAMAGES PAKISTAN SUGAR STOCK
"Malaysia may cut its base lending
rate by 0.75 to one percentage point from a current 8.5 pct in
June to stimulate economic growth, Finance Minister Daim
Zainuddin said.
    The last cut, of 0.5 pct, was effected by banks and finance
companies on April 1 following a Central Bank directive.
    The lending rate has been declining in recent months
because the Central Bank has injected more funds into the
economy, Daim told an assembly of the dominant Malay-based
United Malays National Organisation party.
    Daim, who is also the party's Treasurer General, said
Malaysia's gross domestic product growth in 1987 is likely to
exceed the one pct forecast in his 1987 budget presented last
year. He gave no details of the expected rise.
    GDP growth in 1986 was 0.5 pct.
 REUTER
","""NORM""",['interest' 'gnp'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21844""","""17222""",['malaysia'],[],[],[],27-APR-1987 01:18:54.86,MALAYSIA MAY CUT BASE LENDING RATE IN JUNE
"Taiwan's unemployment rate fell to 2.03
pct of the labour force in March from 2.37 pct in February and
2.79 pct in March 1986, the government statistics department
said.
    A department official said the decline was due to rising
employment in the manufacturing sector, including textiles and
footwear.
    The unemployed totalled 163,000 in March against 193,000 in
February and 216,000 in March 1986.
    The labour force fell to 8.03 mln in March from 8.14 mln in
February and 7.74 mln in March 1986, it said.
 REUTER
","""NORM""",['jobs'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21845""","""17223""",['taiwan'],[],[],[],27-APR-1987 01:28:05.50,TAIWAN UNEMPLOYMENT FALLS IN MARCH
"Three Japanese trading companies and one
coin retailer will start selling Australia's Nugget gold coins
in Japan from May 12 after actively buying at the first
international trading of the coins last Thursday, officials
involved in the sale said.
    They estimated Japanese companies bought 30 pct of 155,000
ounces sold on Thursday.
    The coins are likely to be sold in Japan at prices similar
to the South African krugerrand.
 REUTER
","""NORM""",['gold'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21846""","""17224""",['japan' 'australia'],[],[],[],27-APR-1987 01:29:37.16,JAPANESE FIRMS TO SELL AUSTRALIAN GOLD COINS
"Algeria's national petroleum agency
Sonatrach and the U.S. Panhandle-Trunkline &lt;PEL.N> group signed
a 20-year accord for the delivery of liquefied natural gas
(LNG), the official APS news agency said.
    Deliveries will start next winter and rise over three years
to reach 4.5 billion cubic metres annually, with 60 pct of the
gas carried in Algerian ships to a terminal at Lake Charles,
La., APS said.
   APS said the pricing formula will ""preserve the purchasing
power of LNG and the interests of Sonatrach, and take into
account ... The world (and) the American market.""
    The agreement follows months of negotiations between
Panhandle Eastern Petroleum Corp and Sonatrach over the new LNG
contract.
    The talks followed an accord in July 1986 which resolved a
long-standing dispute between Sonatrach and Panhandle
subsidiary &lt;Trunkline Gas Co> after the U.S. Group unilaterally
suspended purchases of Algerian LNG.
 REUTER
","""NORM""",['nat-gas'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21847""","""17225""",['algeria' 'usa'],[],[],[],27-APR-1987 01:31:05.62,ALGERIA SIGNS MAJOR LNG DEAL WITH U.S. GROUP
"Foreigners were net sellers of Japanese
stocks in the week ended April 17 for the seventh consecutive
week, the Tokyo Stock Exchange said.
    Net sales were 112.15 billion yen against 105.80 billion
the previous week.
    Overseas investors sold shares worth 727.08 billion yen on
the Tokyo, Osaka and Nagoya Exchanges, down 5.3 pct from the
previous week. They bought stock worth 614.93 billion yen, down
5.2 pct.
 REUTER
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21848""","""17226""",['japan'],[],[],['tse'],27-APR-1987 01:33:55.58,FOREIGN INVESTORS NET SELLERS OF JAPANESE STOCKS
"Central bank governors
from Spain, Latin America and the Caribbean will meet here this
week for two separate conferences on finance and monetary
problems, the Central Bank of Barbados said.
    The 24th session of Central Bank governors of the American
continent opens today for two days and the central bank
governors of Latin America and Spain will hold a separate
conference from April 29-30.
    Representatives of the Inter-American Development Bank, the
International Monetary Fund and other international financial
organisations will attend both conferences.
 REUTER
","""NORM""",[],"""NOT-USED""","""PUBLISHED-TESTSET""","""21849""","""17227""",['barbados' 'spain'],[],[],[],27-APR-1987 01:42:06.31,"LATIN AMERICAN, SPANISH BANK GOVERNORS TO MEET"
"Finance minister Manuel Azpurua said he
will visit Japan in mid-May to seek new credits for planned
expansion in Venezuela's state-owned aluminum, steel and
petrochemical industries.
    Azpurua told reporters he will be accompanied by central
bank president Hernan Anzola and director of public finance
Jorge Marcano.
    ""The idea is to hold meetings with Japanese economic and
financial authorities, with the banks which have business and
credits in Venezuela and with some of the Japanese companies
already active here,"" Azpurua said.
    Azpurua said he was optimistic about the trip, in light of
Japan's recent announcement it will disburse 30 billion dlrs in
new credit to Latin American countries.
    ""I think this trip is being taken at an opportune time and
will allow us to reveal the potencial which this country holds
for the Japanese economic community,"" Azpurua said.
    He would not say how much Venezuela will seek in credits
from Japan.
 REUTER
","""NORM""",['alum' 'iron-steel' 'pet-chem'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21850""","""17228""",['venezuela' 'japan'],[],[],[],27-APR-1987 02:00:12.82,VENEZUELA FINANCE MINISTER TO SEEK JAPANESE CREDIT
"Japan's preliminary industrial production
index (base 1980) rose 0.7 pct to a seasonally adjusted 122.8
in March from the previous month, the Ministry of International
Trade and Industry said.
    Production had fallen 0.2 in Feburary from a month earlier.
    The preliminary, unadjusted March index fell 0.2 pct from a
year earlier after remaining flat in Feburary.
    The adjusted March producers' shipment index (same base)
fell 0.6 to 117.3 from February. The unadjusted index rose 0.3
pct from a year earlier.
    The adjusted March index of producers' inventories of
finished goods (same base) rose 0.7 pct to 105.4 from Feburary.
The unadjusted index fell 1.1 pct from a year earlier.
 REUTER
","""NORM""",['ipi' 'inventories'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21851""","""17229""",['japan'],[],[],[],27-APR-1987 02:21:13.19,JAPAN INDUSTRIAL PRODUCTION RISES IN MARCH
"The Bank of Japan intervened in the
market, buying a moderate amount of dollars around 137.80-85
yen, dealers said.
    Some dealers noted talk that the Bundesbank intervened here
directly buying dollars against marks, after reports that it
intervened through the Bank of Japan in the morning.
    The dollar moved up on short-covering aided by the central
bank intervention, they said.
 REUTER
","""NORM""",['money-fx' 'dlr'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21852""","""17230""",['japan'],[],[],[],27-APR-1987 02:30:57.13,BANK OF JAPAN INTERVENES IN TOKYO
"The U.S. Secretary of Commerce
Malcolm Baldrige said a further decline of the dollar would not
be productive.
    He told reporters here that Treasury Secretary James Baker
""feels, and I feel the same way, that a further dollar fall
would be counterproductive.""
    Baldrige also said governments cannot determine long-term
currency exchange rates and that currencies would eventually
reflect underlying economic fundamentals.
    The U.S. Commerce Secretary is in Hong Kong after stops in
Peking and Seoul on an Asian trade tour.
 REUTER
","""NORM""",['money-fx' 'dlr'],"""NOT-USED""","""PUBLISHED-TESTSET""","""21853""","""17231""",['hong-kong' 'usa'],[],[],[],27-APR-1987 02:37:14.92,BALDRIGE SAYS FURTHER DOLLAR FALL NOT PRODUCTIVE
